회계연도,회계구분코드,회계구분명,부서구분코드,부서구분명,관서코드,관서명,실국코드,실국명,부서코드,부서명,경비구분코드,경비구분명,세부사업코드,세부사업명,통계목코드,통계목명,지출개요,지출금액,지급명령일자,거래처명,사업자등록번호,계약대장관리번호
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,지식 온라인콘텐츠 개발 관련 간담회비 지출(교육협력),116900,20181127,신마포갈매기,1244883269,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,교육협력사업 관련 간담회비 지출(교육협력),51000,20181127,너무너무맛있는집,1352548735,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,작은도서관 사업 관련 간담회비 지출(교육협력),68000,20181127,대구왕뽈찜,8930700153,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,업무추진비,20304,부서운영업무추진비,부서운영을 위한 차구입비 지급,390500,20181127,나이스스토어(경기도청),1171048524,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,사무용품 구입비 지급,80000,20181127,경인인쇄사,1240673664,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(미래교육 10.27-11.16),124500,20181127,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,사무용품 구입비 지급,179300,20181120,디포상사,6960600633,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,336000,20181120,***********,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,120000,20181120,남이분식,1243869161,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,352000,20181120,솔대노리협동조합,1248741410,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,업무추진비,20301,기관운영업무추진비,평생교육국장님실 내방객 차 구입비 지급,200000,20181120,나이스스토어(경기도,1171048524,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,따복학습센터 사업 관련 간담회비 지출(교육협력),77000,20181120,박정연의남도보쌈,6354100226,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육정책 11.3-11.16),10000,20181120,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육정책 11.3-11.16),10000,20181120,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,인건비,10103,무기계약근로자보수,2018년 11월분 공무직원 인건비 지급,2266050,20181120,********,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,세계민주시민교육 워크숍 관련 간담회비 지출(교육정책),36000,20181120,우가갈비탕,1100732074,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,경기천년 역사탐방 사업 관련 간담회비 지출(교육협력),38000,20181120,봉달이설렁탕,7106700134,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,304000,20181120,***,1350790388,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생교육사업 관련 간담회비 지출(교육협력),40000,20181120,안중식당,7220101289,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생학습마을 사업 관련 간담회비 지출(교육협력),44600,20181120,예전각전복설렁탕,2993800281,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,교육협력사업 관련 간담회비 지출(교육협력),32000,20181115,양평해장국,1242830916,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생교육진흥원 사업 관련 간담회비 지출(교육협력),227000,20181115,코보촌,6552500273,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,행정사무감사 수감관련 간담회비 지출(교육협력),49000,20181115,나누는뜨락,2037115698,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,체인지업캠퍼스 미래교육 사업 관련 간담회비 지출(교육협력),54000,20181115,양평해장국,1242830916,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(지식사업팀 10.24-11.12),10000,20181115,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(지식사업팀 10.24-11.12),40000,20181115,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,업무추진비,20304,부서운영업무추진비,부서직원 사기양양을 위한 간식구입비 지급,49600,20181115,현대마트,2710400406,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,업무추진비,20301,기관운영업무추진비,소속 직원 격려품 구입 지급,90000,20181115,나이스스토어(경기도,1171048524,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,업무추진비,20304,부서운영업무추진비,부서직원 사기양양을 위한 간식구입비 지급,135600,20181115,도미노피자수원중앙점,1352354908,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(지식사업팀 10.24-11.12),90000,20181115,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,작은도서관 사업 관련 간담회비 지출(교육협력),51000,20181112,너무너무맛있는집,1352548735,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생교육사업 관련 간담회비 지출(교육협력),72000,20181112,자린고비생선구이전문,1352509839,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,지식 학습콘텐츠 업무 관련 간담회비 지출(교육정책),391000,20181112,삼척횟집,1351163103,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,체인지업캠퍼스 운영 관련 간담회비 지출(교육협력),81000,20181112,제주돈올레,2020721876,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,업무추진비,20301,기관운영업무추진비,소속 직원격려 급식비 지급,45200,20181112,본도시락수원역점,2532100856,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,생수 구입비 지급,90000,20181112,우진상사,1352695517,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,사무용품(문구류) 구입비 지급,607400,20181112,나이스스토어(경기도청),1171048524,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육사업 10.19-11.1),70000,20181108,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육사업 10.19-11.1),217600,20181108,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육지원 10.10-10.25),70000,20181108,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,진로체험프로그램 지원 관련 간담회비 지출,120000,20181108,두부고을,1282008803,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,인건비,10103,무기계약근로자보수,2018년 10월분 공무직원 시간외근무수당 지급,522570,20181108,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생교육사업 관련 간담회비 지출,40000,20181108,진미식당,1244869272,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,공공기관 임원 임용 관련 간담회비 지출,72000,20181108,번라이스 영계 북수원,3340500306,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,학교 실내체육관 건립 관련 간담회비 지출,40000,20181108,김진옥 아구찜,6860301008,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생교육사업 홍보 관련 간담회비 지출,247000,20181108,농우본수원갈비,1351167190,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,경기도 민주시민교육 선진 우수사례 벤치마킹 통역비 지급,1343000,20181108,(주)세운여행사 김순길,1358157768,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,208000,20181108,소문난 대구왕뽈찜,8930700153,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,120000,20181108,JIN MINGZI(안중식당),7220101289,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,찾아가는 청소년 공부방 관련 간담회비 지출,54000,20181108,김치본,2215100439,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,152000,20181108,****,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,평생교육과 급량비 지급,208000,20181108,*********,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육사업 10.19-11.1),70000,20181108,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육사업 10.19-11.1),346300,20181108,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,교육협력 관련 간담회비 지출(교육협력),99000,20181105,전주전집,4722600035,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,2019년 고등학생 진로진학 길찾기 사업 관련 간담회비 지출(교육협력),60000,20181105,김진옥 아구찜,6860301008,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,작은도서관 지원 관련 간담회비 지출(교육협력),40000,20181105,다인,1245310173,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,대표도서관 건립 추진 관련 간담회비 지출(교육협력),125000,20181105,당진생고기촌,4950700814,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,학교 실내체육관 건립 관련 간담회비 지출(교육협력),33000,20181105,자린고비생선구이전문,1352509839,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생교육진흥원 사업 관련 간담회비 지출(교육협력),82000,20181105,대구왕뽈찜,8930700153,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(미래교육 10.11-10.26),100000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(미래교육 10.11-10.26),70000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(미래교육 10.11-10.26),40000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,평생교육사업 홍보관련 간담회비 지출(교육협력),54000,20181105,일미식당,1240436011,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,민주시민교육 관련 간담회비 지출(교육협력),79000,20181105,올리브,1350494291,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,지식사업 업무관련 간담회비 지출(교육협력),37000,20181105,나누는뜨락,2037115698,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,교육정책사업(자체/직접),20303,시책추진업무추진비,지식 온라인콘텐츠 개발 관련 간담회비 지출(교육협력),38000,20181105,남촌칼국수,1244801684,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,사무용 소모품 구입비 지급,102850,20181105,디포상사,6960600633,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,일반운영비,20101,사무관리비,프린터 토너구입비 지급,608000,20181105,월드씨엔씨,1244689876,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(미래교육 10.11-10.26),80000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(미래교육 10.11-10.26),60000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(미래교육 10.11-10.26),90000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육정책 10.13-11.2),60000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육정책 10.13-11.2),20000,20181105,**,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육정책 10.13-11.2),10000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육정책 10.13-11.2),46000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육지원 10.13-10.24),40000,20181105,********,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육지원 10.13-10.24),30000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육지원 10.13-10.24),40000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,인건비,10103,무기계약근로자보수,국내여비 지출(18.10.11-10.24),50000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,1035701,평생교육과,20,일상경비,6.41E+15,여비,20201,국내여비,국내여비 지출(평생교육정책 10.13-11.2),40000,20181105,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),68000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),44000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),10000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),44000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),68000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),30000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),58000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,6.41E+15,업무추진비,20304,부서운영업무추진비,부서운영 업무추진비,21500,20181122,명동만두,1241335163,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,6.41E+15,업무추진비,20304,부서운영업무추진비,부서운영에 필요한 물품 구입비,476000,20181122,나이스스토어,1171048524,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,6.41E+15,업무추진비,20304,부서운영업무추진비,부서운영 업무추진비,64000,20181122,AK PLAZA(수원점),1248128579,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070A,일반운영비,20101,사무관리비,교육협력과 직원 명찰 제작 및 구입비,99000,20181122,니드기획,1351290553,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070A,일반운영비,20101,사무관리비,복사용지 등 구입비,477800,20181122,경기도장애인생산품판,1248211681,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070A,일반운영비,20101,사무관리비,부서운영에 필요한 물품 구입비,187560,20181122,홈플러스(주)북수원점,2208160348,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070A,일반운영비,20101,사무관리비,특근매식비 (2018.10.1~2018.10.31),885000,20181122,나누는뜨락,2037115698,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070A,일반운영비,20101,사무관리비,특근매식비 (2018.10.1~2018.10.31),355000,20181122,소문난 대구왕뽈찜,8930700153,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,6.41E+15,교육협력 활성화 (자체/직접),20303,시책추진업무추진비,대학생지원사업 관련 업무협의 간담회비,60500,20181122,차이나스푼,1275200357,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,6.41E+15,교육협력 활성화 (자체/직접),20303,시책추진업무추진비,대학생지원사업 관련 업무협의 간담회비,35500,20181122,파스쿠지 가천대점,2116360883,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),24000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),44000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),10000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),24000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),44000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),20000,20181122,***,,
2018,100,일반회계,10,본청,1561,본청,1001,평생교육국,2039003,교육협력과,20,일상경비,641000020103070B,여비,20201,국내여비,국내여비 (2018.11.1~11.16),34000,20181122,***,,
